Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","41","China, mainland","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","5.19","Fc","Calculated data"
"FBS","Food Balances (2010-)","214","China, Taiwan Province of","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","654","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","214","China, Taiwan Province of","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","217","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","214","China, Taiwan Province of","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","135","Fc","Calculated data"
"FBS","Food Balances (2010-)","214","China, Taiwan Province of","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","11.85","Fc","Calculated data"
"FBS","Food Balances (2010-)","214","China, Taiwan Province of","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","9.38","Fc","Calculated data"
"FBS","Food Balances (2010-)","44","Colombia","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","1630","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","44","Colombia","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","90","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","44","Colombia","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","120","Fc","Calculated data"
"FBS","Food Balances (2010-)","44","Colombia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","10.34","Fc","Calculated data"
"FBS","Food Balances (2010-)","44","Colombia","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","8.32","Fc","Calculated data"
"FBS","Food Balances (2010-)","45","Comoros","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","45","Comoros","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","15","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","45","Comoros","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","48","Fc","Calculated data"
"FBS","Food Balances (2010-)","45","Comoros","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","4.89","Fc","Calculated data"
"FBS","Food Balances (2010-)","45","Comoros","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","3.05","Fc","Calculated data"
"FBS","Food Balances (2010-)","46","Congo","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","7","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","46","Congo","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","113","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","46","Congo","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","75","Fc","Calculated data"
"FBS","Food Balances (2010-)","46","Congo","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","7.71","Fc","Calculated data"
"FBS","Food Balances (2010-)","46","Congo","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","4.71","Fc","Calculated data"
"FBS","Food Balances (2010-)","48","Costa Rica","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","136","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","48","Costa Rica","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","15","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","48","Costa Rica","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","93","Fc","Calculated data"
"FBS","Food Balances (2010-)","48","Costa Rica","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","8.05","Fc","Calculated data"
"FBS","Food Balances (2010-)","48","Costa Rica","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","6.48","Fc","Calculated data"
"FBS","Food Balances (2010-)","107","Côte d'Ivoire","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","51","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","107","Côte d'Ivoire","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","107","Côte d'Ivoire","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","7","Fc","Calculated data"
"FBS","Food Balances (2010-)","107","Côte d'Ivoire","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.7","Fc","Calculated data"
"FBS","Food Balances (2010-)","107","Côte d'Ivoire","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.44","Fc","Calculated data"
"FBS","Food Balances (2010-)","98","Croatia","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","64","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","98","Croatia","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","26","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","98","Croatia","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","60","Fc","Calculated data"
"FBS","Food Balances (2010-)","98","Croatia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","6.34","Fc","Calculated data"
"FBS","Food Balances (2010-)","98","Croatia","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","3.69","Fc","Calculated data"
"FBS","Food Balances (2010-)","49","Cuba","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","25","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","49","Cuba","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","284","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","49","Cuba","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","98","Fc","Calculated data"
"FBS","Food Balances (2010-)","49","Cuba","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","8.5","Fc","Calculated data"
"FBS","Food Balances (2010-)","49","Cuba","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","6.84","Fc","Calculated data"
"FBS","Food Balances (2010-)","50","Cyprus","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","26","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","50","Cyprus","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","14","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","50","Cyprus","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","91","Fc","Calculated data"
"FBS","Food Balances (2010-)","50","Cyprus","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","9.64","Fc","Calculated data"
"FBS","Food Balances (2010-)","50","Cyprus","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","5.56","Fc","Calculated data"
"FBS","Food Balances (2010-)","167","Czechia","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","169","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","167","Czechia","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","121","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","167","Czechia","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","83","Fc","Calculated data"
"FBS","Food Balances (2010-)","167","Czechia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","7.61","Fc","Calculated data"
"FBS","Food Balances (2010-)","167","Czechia","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","5.58","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","42","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","7","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.48","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.57","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","10","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","128","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","6","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.57","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.34","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","156","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","54","Denmark","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","141","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","54","Denmark","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","102","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","11.96","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","5.67","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","3","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","72","Djibouti","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","11","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","1.14","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.7","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","55","Dominica","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","4","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","55","Dominica","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","181","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","14","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","13.55","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","349","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","56","Dominican Republic","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","29","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","56","Dominican Republic","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","122","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","10.75","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","8.33","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","331","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","58","Ecuador","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","58","Ecuador","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","83","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","6.17","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","6.37","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","1451","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","59","Egypt","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","46","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","59","Egypt","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","66","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","6.08","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","4.41","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","144","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","60","El Salvador","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","20","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","60","El Salvador","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","87","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","7.64","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","6.02","Fc","Calculated data"
"FBS","Food Balances (2010-)","63","Estonia","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","19","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","63","Estonia","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","30","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","63","Estonia","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","91","Fc","Calculated data"
"FBS","Food Balances (2010-)","63","Estonia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","7.6","Fc","Calculated data"
"FBS","Food Balances (2010-)","63","Estonia","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","6.35","Fc","Calculated data"
"FBS","Food Balances (2010-)","209","Eswatini","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","6","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","209","Eswatini","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","209","Eswatini","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","22","Fc","Calculated data"
"FBS","Food Balances (2010-)","209","Eswatini","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","2.31","Fc","Calculated data"
"FBS","Food Balances (2010-)","209","Eswatini","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","1.4","Fc","Calculated data"
"FBS","Food Balances (2010-)","238","Ethiopia","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","74","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","238","Ethiopia","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","238","Ethiopia","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","2","Fc","Calculated data"
"FBS","Food Balances (2010-)","238","Ethiopia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.23","Fc","Calculated data"
"FBS","Food Balances (2010-)","238","Ethiopia","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.14","Fc","Calculated data"
"FBS","Food Balances (2010-)","66","Fiji","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","36","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","66","Fiji","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","5","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","66","Fiji","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","154","Fc","Calculated data"
"FBS","Food Balances (2010-)","66","Fiji","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","16.1","Fc","Calculated data"
"FBS","Food Balances (2010-)","66","Fiji","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","9.44","Fc","Calculated data"
"FBS","Food Balances (2010-)","67","Finland","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","135","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","67","Finland","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","17","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","67","Finland","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","70","Fc","Calculated data"
"FBS","Food Balances (2010-)","67","Finland","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","8.2","Fc","Calculated data"
"FBS","Food Balances (2010-)","67","Finland","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","3.9","Fc","Calculated data"
"FBS","Food Balances (2010-)","68","France","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","1785","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","68","France","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","533","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","68","France","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","95","Fc","Calculated data"
"FBS","Food Balances (2010-)","68","France","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","8.91","Fc","Calculated data"
"FBS","Food Balances (2010-)","68","France","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","6.31","Fc","Calculated data"
"FBS","Food Balances (2010-)","70","French Polynesia","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","70","French Polynesia","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","16","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","70","French Polynesia","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","173","Fc","Calculated data"
"FBS","Food Balances (2010-)","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","16.99","Fc","Calculated data"
"FBS","Food Balances (2010-)","70","French Polynesia","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","11.17","Fc","Calculated data"
"FBS","Food Balances (2010-)","74","Gabon","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","4","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","74","Gabon","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","80","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","74","Gabon","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","131","Fc","Calculated data"
"FBS","Food Balances (2010-)","74","Gabon","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","13.74","Fc","Calculated data"
"FBS","Food Balances (2010-)","74","Gabon","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","7.96","Fc","Calculated data"
"FBS","Food Balances (2010-)","75","Gambia","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","75","Gambia","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","21","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","75","Gambia","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","34","Fc","Calculated data"
"FBS","Food Balances (2010-)","75","Gambia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","3.48","Fc","Calculated data"
"FBS","Food Balances (2010-)","75","Gambia","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","2.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","73","Georgia","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","22","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","73","Georgia","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","51","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","73","Georgia","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","55","Fc","Calculated data"
"FBS","Food Balances (2010-)","73","Georgia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","5.64","Fc","Calculated data"
"FBS","Food Balances (2010-)","73","Georgia","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","3.46","Fc","Calculated data"
"FBS","Food Balances (2010-)","79","Germany","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","1571","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","79","Germany","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","871","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","79","Germany","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","67","Fc","Calculated data"
"FBS","Food Balances (2010-)","79","Germany","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","7.43","Fc","Calculated data"
"FBS","Food Balances (2010-)","79","Germany","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","3.92","Fc","Calculated data"
"FBS","Food Balances (2010-)","81","Ghana","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","65","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","81","Ghana","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","205","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","81","Ghana","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","20","Fc","Calculated data"
"FBS","Food Balances (2010-)","81","Ghana","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","2.82","Fc","Calculated data"
"FBS","Food Balances (2010-)","81","Ghana","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.9","Fc","Calculated data"
"FBS","Food Balances (2010-)","84","Greece","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","246","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","84","Greece","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","82","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","84","Greece","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","96","Fc","Calculated data"
"FBS","Food Balances (2010-)","84","Greece","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","11.42","Fc","Calculated data"
"FBS","Food Balances (2010-)","84","Greece","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","5.24","Fc","Calculated data"
"FBS","Food Balances (2010-)","86","Grenada","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","86","Grenada","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","7","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","86","Grenada","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","184","Fc","Calculated data"
"FBS","Food Balances (2010-)","86","Grenada","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","15.18","Fc","Calculated data"
"FBS","Food Balances (2010-)","86","Grenada","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","13.28","Fc","Calculated data"
"FBS","Food Balances (2010-)","89","Guatemala","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","228","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","89","Guatemala","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","132","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","89","Guatemala","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","66","Fc","Calculated data"
"FBS","Food Balances (2010-)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","5.68","Fc","Calculated data"
"FBS","Food Balances (2010-)","89","Guatemala","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","4.59","Fc","Calculated data"
"FBS","Food Balances (2010-)","90","Guinea","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","11","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","90","Guinea","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","43","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","90","Guinea","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","8","Fc","Calculated data"
"FBS","Food Balances (2010-)","90","Guinea","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.83","Fc","Calculated data"
"FBS","Food Balances (2010-)","90","Guinea","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.48","Fc","Calculated data"
